Date,Open,High,Low,Close,Adj Close,Volume
28/12/2015,46.84,48.884998,46.705002,48,45.643253,1192900
04/01/2016,47.290001,48.73,43.110001,43.110001,40.993347,13888500
11/01/2016,43.200001,44.09,39.66,40.02,38.055065,11191600
18/01/2016,40.689999,42.299999,38.360001,41.849998,39.795208,6834600
25/01/2016,41.470001,42.310001,38.950001,39.77,37.817337,6115900
01/02/2016,38.919998,40.049999,34.030998,37.700001,35.848976,16066300
08/02/2016,37.040001,37.139999,31.66,34.150002,32.473274,8070800
15/02/2016,34.619999,39.330002,34.111,38.509998,36.619205,4861100
22/02/2016,39.419998,40.150002,37.169998,38.459999,36.571655,2964000
29/02/2016,38.490002,39.93,37.970001,39.740002,37.788815,2302100
07/03/2016,39.110001,42.919998,39.110001,42.77,40.67004,3606200
14/03/2016,42.57,43.060001,41.099998,42.400002,40.318211,2290300
21/03/2016,42.380001,42.5,40.150002,41.150002,39.129589,1054000
28/03/2016,41.040001,42.5,40.529999,41.049999,39.034492,1751200
04/04/2016,41.240002,41.709999,40.049999,41.130001,39.110561,3405500
11/04/2016,41.169998,44,40.75,43.970001,41.811123,2334300
18/04/2016,43.830002,44.869999,42.830002,42.98,40.869732,2285600
25/04/2016,43.240002,46.119999,42.77,45.849998,43.598816,3390000
02/05/2016,46.5,46.549999,42.57,43.23,41.107456,3542500
09/05/2016,43.09,44.48,42.73,43.650002,41.506836,2104300
16/05/2016,43.73,44.02,40.110001,41.029999,39.015472,2679900
23/05/2016,40.48,42.349998,40.049999,41.98,39.918835,1785000
30/05/2016,42.389999,43.540001,42.060001,43.18,41.582867,2114500
06/06/2016,42.650002,44.43,41.869999,42.16,40.600586,2027500
13/06/2016,40.970001,42.360001,40.400002,42.139999,40.581333,2468800
20/06/2016,43.419998,43.793999,40.5,40.59,39.088669,2835300
27/06/2016,39.709999,41.849998,38.709999,41.48,39.945744,3479900
04/07/2016,40.93,41.959999,38.799999,41.25,39.724255,2538500
11/07/2016,42.34,42.990002,41.880001,42.369999,40.802822,1457300
18/07/2016,42.279999,43,41.779999,42.919998,41.332481,1667900
25/07/2016,43.18,45.18,42.939999,45.169998,43.49926,2452500
01/08/2016,45.029999,47.23,44.849998,46.880001,45.146008,4448100
08/08/2016,47.389999,48.599998,47.080002,48.41,46.619419,2749100
15/08/2016,48.41,48.700001,47.349998,48.400002,46.609791,1936400
22/08/2016,47.759998,49.110001,47.73,48.740002,46.93721,2404700
29/08/2016,48.400002,48.779999,47.93,48.5,46.706089,2187200
05/09/2016,48.25,50.09,48.200001,48.200001,46.417187,1609300
12/09/2016,47.360001,48.755001,46.389999,46.650002,44.924519,1517600
19/09/2016,47.560001,50.959999,47.259998,50.220001,48.362469,2037100
26/09/2016,50.220001,52.18,49.865002,51.869999,49.951443,2468500
03/10/2016,51.919998,53.66,51.75,53.490002,51.511528,2196000
10/10/2016,54.18,54.330002,52.389999,52.720001,50.77,3120500
17/10/2016,52.75,52.950001,51.939999,52.599998,50.654438,1302900
24/10/2016,52.830002,53.349998,52.540001,52.869999,50.914452,1404900
31/10/2016,52.73,53.099998,50.389999,51.07,49.18103,2060000
07/11/2016,53.52,54.990002,52.830002,54.470001,52.455276,4068500
14/11/2016,53.57,54.240002,52.720001,52.759998,50.808517,2537500
21/11/2016,53.200001,54.939999,53.029999,54.779999,52.753803,1089700
28/11/2016,54,54.990002,53.709999,54.09,52.089325,2608600
05/12/2016,55.029999,57.110001,54.93,56.880001,54.776131,2559600
12/12/2016,57.07,58.560001,56.485001,58.349998,56.191753,3018100
19/12/2016,58.34,58.860001,57.400002,58.330002,56.172501,1820500
26/12/2016,58.41,58.540001,57.630001,58.139999,55.989525,798700
02/01/2017,59.16,59.880001,58.349998,58.939999,56.759937,1505000
09/01/2017,57.77,60.634998,57.560001,59.830002,57.617016,2246700
16/01/2017,59.66,60.5,59.59,60.349998,58.117779,1017900
23/01/2017,61.07,62.919998,60.93,62.009998,59.716377,2529500
30/01/2017,60.919998,65.809998,60.66,65.699997,63.269894,3161500
06/02/2017,64.330002,65.330002,64.120003,65.220001,62.807644,1764400
13/02/2017,66,66.739998,65.190002,65.589996,63.16396,2009500
20/02/2017,65.25,66.570999,64.760002,65.089996,62.682461,1403400
27/02/2017,65.440002,66.459999,64.980003,66.269997,63.818813,1873800
06/03/2017,65.75,65.940002,64.940002,65.730003,63.29879,1571400
13/03/2017,66.129997,69.5,66.099998,68.43,65.898926,2393600
20/03/2017,68.559998,72.220001,67.07,71.580002,68.932411,2860000
27/03/2017,73.400002,74.989998,73.150002,74.360001,71.609581,2870700
03/04/2017,74.599998,74.660004,71.889999,71.889999,69.230942,2358500
10/04/2017,71.889999,72.290001,69.589996,70.629997,68.017548,1656200
17/04/2017,70.870003,72.43,70.349998,70.82,68.200516,2242300
24/04/2017,72.889999,75.82,72.389999,75.199997,72.41851,2802600
01/05/2017,75.650002,82.529999,75.099998,82.480003,80.200447,4232100
08/05/2017,82.129997,85.510002,81.669998,84.129997,81.80484,4010700
15/05/2017,84.279999,85.18,82.330002,83.330002,81.026955,2740800
22/05/2017,83.459999,85.760002,83.440002,85.5,83.136978,2571400
29/05/2017,85.269997,90.839996,85.199997,90.589996,88.086296,2412500
05/06/2017,90.120003,91.940002,89.160004,89.449997,86.977798,2426300
12/06/2017,89.019997,89.089996,85.360001,88.029999,85.597054,3251200
19/06/2017,89.279999,89.93,88.349998,89.18,86.715271,1668500
26/06/2017,89.370003,89.910004,85.230003,86.019997,83.642593,2020900
03/07/2017,86.339996,86.949997,84.379997,86.089996,83.71067,1819600
10/07/2017,86.089996,94,86.089996,93.900002,91.304817,3977700
17/07/2017,93.339996,100.199997,93.160004,100.019997,97.255676,5431900
24/07/2017,100.199997,107,100.019997,105.769997,102.846756,6141700
31/07/2017,105.720001,111.459999,103.169998,109.150002,106.133347,8284100
07/08/2017,109.349998,111.769997,106.169998,107.580002,104.606735,2719700
14/08/2017,108.559998,112.019997,108.449997,111.529999,108.447563,2336500
21/08/2017,110.419998,116.379997,110.370003,114,110.849297,3756300
28/08/2017,114.029999,117.660004,113.160004,116.760002,113.53302,3222600
04/09/2017,115.919998,118.099998,107.309998,109.360001,106.33754,5788100
11/09/2017,110.809998,111.620003,108.330002,110.050003,107.008476,2960800
18/09/2017,111.75,113.940002,111.309998,113.470001,110.333954,1924500
25/09/2017,112.940002,113.019997,108.440002,110.480003,107.426582,2532400
02/10/2017,110.760002,114.75,110.760002,112.599998,109.487984,2169100
09/10/2017,112.690002,117.129997,112.655998,114.959999,111.782768,2515100
16/10/2017,114.900002,117.824997,113.629997,114.599998,111.432724,2353400
23/10/2017,114.709999,116.300003,113.660004,115.589996,112.395348,1987100
30/10/2017,116.629997,121.139999,115.519997,117.43,114.184502,4001800
06/11/2017,117.190002,117.75,108.791,109.559998,106.532005,3188800
13/11/2017,110.199997,111.040001,107.580002,109.169998,106.152779,2386200
20/11/2017,109.915001,114.019997,109.839996,113.709999,110.567322,1004400
27/11/2017,112.75,112.959999,106,107.470001,104.499771,2808300
04/12/2017,107.029999,107.117996,103.849998,105.839996,102.914818,2847700
11/12/2017,106.669998,107.379997,103.900002,104.379997,101.495171,2936600
18/12/2017,105.489998,107.029999,105.260002,106.540001,103.595474,1620900
25/12/2017,106.540001,107.970001,104.809998,104.839996,101.942459,1000500
01/01/2018,104.120003,113.019997,103.650002,112.129997,109.030968,2264200
08/01/2018,112.82,118.68,112.580002,117.839996,114.583168,2128300
15/01/2018,118.739998,121.18,117.480003,120.959999,117.616936,1730900
22/01/2018,120.849998,121.459999,117.699997,119.959999,116.644569,1818300
29/01/2018,118.660004,130.630005,117.82,127.139999,123.626144,5796700
05/02/2018,127.32,128.179993,117.220001,120.239998,116.91684,5655200
12/02/2018,119.589996,131.199997,119.589996,129.710007,126.125107,2797500
19/02/2018,126.860001,130.360001,126.161003,129.559998,125.979256,1564100
26/02/2018,130.130005,130.479996,118.599998,121.110001,117.762802,2798200
05/03/2018,119.050003,125.519997,118.32,124.709999,121.263298,2510200
12/03/2018,124.599998,125.275002,121.919998,121.940002,118.569862,2146500
19/03/2018,122.419998,124.459999,118.360001,118.389999,115.117973,2448200
26/03/2018,121.699997,122.860001,118.980003,120.519997,117.189102,1530200
02/04/2018,119.690002,122.040001,116.519997,120.75,117.41275,1985800
09/04/2018,121.529999,122.949997,120.010002,122.43,119.046318,1546900
16/04/2018,122.489998,125.440002,122.139999,122.68,119.289398,1609600
23/04/2018,121.470001,123.612,121.110001,121.989998,118.618469,1659300
30/04/2018,121.800003,137.449997,121.18,137.330002,134.490463,3919600
07/05/2018,139.360001,141.559998,134.869995,136.050003,133.236923,2231700
14/05/2018,135.350006,136.240005,132.309998,132.529999,129.789719,1016500
21/05/2018,134.5,135,129.889999,131.190002,128.477402,1052700
28/05/2018,127.809998,133.809998,125.949997,132.899994,130.152039,1796900
04/06/2018,132.610001,139.539993,131.914993,136.369995,133.550308,1470300
11/06/2018,138.740005,149.850006,138.559998,148.899994,145.821213,2811000
18/06/2018,146.449997,148.320007,138.339996,139.479996,136.596008,2154500
25/06/2018,137.979996,138.899994,131.669998,135.009995,132.21843,2120600
02/07/2018,132.779999,136.160004,132.660004,135.360001,132.561188,1070300
09/07/2018,136.029999,143.699997,134.839996,142.509995,139.563339,1519300
16/07/2018,142,144.830002,139.860001,140,137.105255,1570100
23/07/2018,132.5,137,130.119995,131.600006,128.878937,7666800
30/07/2018,131.539993,135.399994,116.540001,124.839996,122.258705,14814500
06/08/2018,123.650002,126.639999,119.654999,120.629997,118.135757,3676500
13/08/2018,121.330002,122.230003,118.919998,120.800003,118.302246,3588700
20/08/2018,121.529999,128.130005,121.529999,127.519997,124.883293,3306800
27/08/2018,127.260002,134.660004,127.220001,131.089996,128.379486,3490200
03/09/2018,130.059998,130.059998,125.910004,126.860001,124.236938,2623600
10/09/2018,127.410004,134.75,125.25,132.139999,129.407776,3084100
17/09/2018,133.279999,138.589996,131.770004,137.470001,134.627563,4693200
24/09/2018,137.470001,142.520004,136.460007,136.910004,134.079132,2947200
01/10/2018,139.669998,139.809998,131.380005,132.279999,129.544876,2811000
08/10/2018,128.809998,130.100006,114.580002,116.300003,113.895287,5462100
15/10/2018,114.68,123.059998,113.93,116.510002,114.100945,4490000
22/10/2018,115.220001,117.519997,111.712997,116.169998,113.767975,4538100
29/10/2018,117.779999,120.948997,113.559998,119.529999,117.058502,3333000
05/11/2018,116.419998,118.779999,108.831001,110.07,107.794106,5395900
12/11/2018,108.589996,113.139999,106.260002,110.739998,108.450256,2371600
19/11/2018,110.5,110.540001,104.970001,106.660004,104.454613,1462000
26/11/2018,107.989998,110.010002,102.370003,109.599998,107.333824,3511400
03/12/2018,111.809998,112.5,104.260002,104.839996,102.672249,1966500
10/12/2018,105.239998,107.565002,101.099998,101.489998,99.391518,2277100
17/12/2018,100.790001,106.290001,97.800003,98.160004,96.130371,3030000
24/12/2018,97.400002,99.82,93.849998,98.400002,96.365402,1737100
31/12/2018,99.559998,102.779999,96.620003,102.230003,100.116219,1573500
07/01/2019,103.32,113.035004,102.949997,110.839996,108.548187,2229300
14/01/2019,110.610001,114.737,110.120003,113.290001,110.947533,1533900
21/01/2019,112.230003,112.610001,109.489998,111.239998,108.939919,1258700
28/01/2019,110.110001,127.550003,108.839996,127.129997,124.501358,4810500
04/02/2019,126.010002,128.169998,122.779999,124.279999,121.710289,1853400
11/02/2019,123.260002,126.684998,123.230003,125.980003,123.375145,2142000
18/02/2019,125.739998,126.910004,125.529999,126.029999,123.424103,890300
25/02/2019,127.129997,131.919998,126.769997,131.800003,129.074814,1702400
04/03/2019,131.800003,132.160004,126.82,128.880005,126.215179,1638200
11/03/2019,128.720001,132.199997,128.529999,131.779999,129.055222,1453800
18/03/2019,131.660004,132.889999,128.5,128.649994,125.989929,1320000
25/03/2019,129.919998,134.740005,129.179993,133.800003,131.033447,1623600
01/04/2019,135.740005,138,134.699997,136.940002,134.108521,1681900
08/04/2019,137.119995,139.070007,135.589996,138.570007,135.704819,1390200
15/04/2019,138,140.320007,135.960007,139.910004,137.01712,1614500
22/04/2019,139.910004,140.960007,134.470001,135.399994,132.600372,2164400
29/04/2019,134.570007,136.309998,133.695007,134.139999,132.46579,1636300
06/05/2019,130.25,142.149994,129.460007,141.330002,139.56604,5224000
13/05/2019,137.770004,144.619995,137.369995,142.380005,140.602951,3046900
20/05/2019,141.679993,144.559998,140.570007,144.289993,142.489105,2315900
27/05/2019,143.009995,145.130005,140.104996,143.020004,141.23497,2023400
03/06/2019,142.009995,151.339996,140.949997,150.339996,148.463593,2614700
10/06/2019,150.800003,155.539993,150.550003,152.860001,150.952133,1970200
17/06/2019,153.460007,163.639999,153.449997,162.210007,160.185455,1876400
24/06/2019,162.869995,163.5,158.759995,161.419998,159.405304,1716600
01/07/2019,162.570007,169.479996,162.5,165.610001,163.542999,1278500
08/07/2019,166.179993,167.520004,165,166.509995,164.431763,1258000
15/07/2019,168.089996,170.539993,166.360001,166.5,164.421906,1838700
22/07/2019,167.190002,168.770004,164.725006,165.850006,163.780029,1705400
29/07/2019,165.050003,165.539993,158.600006,159.479996,157.489517,2657100
05/08/2019,158.979996,160.830002,154.580002,158.869995,156.887131,2135500
12/08/2019,158.139999,161.509995,154.089996,155.830002,153.885086,1624700
19/08/2019,157,157.610001,152.919998,153.220001,151.307663,2366900
26/08/2019,155.979996,161.050003,154.529999,157.75,155.781113,2039900
02/09/2019,158.710007,164.380005,157.619995,163.110001,161.074203,1542100
09/09/2019,164.479996,164.479996,149.630005,152.600006,150.695389,3957100
16/09/2019,151.5,154.990005,150.699997,152.080002,150.181885,2450500
23/09/2019,151.050003,153.570007,147.669998,152.119995,150.221375,2002000
30/09/2019,153.360001,154.669998,145.440002,149.559998,147.693329,2476100
07/10/2019,148.949997,154.619995,147.518997,153.320007,151.406418,1149900
14/10/2019,154.309998,161.184006,154.089996,155.850006,153.904831,1471400
21/10/2019,157.050003,157.330002,151.600006,156.089996,154.14183,1940000
28/10/2019,157.020004,162.070007,156.580002,161.380005,159.365814,1749300
04/11/2019,171.899994,172.889999,164.649994,164.899994,162.841873,2974100
11/11/2019,163.800003,167.5,163.389999,167,164.915649,1381700
18/11/2019,165.710007,166.550003,163.649994,165.25,163.1875,1173900
25/11/2019,166.649994,171.399994,166.270004,168.270004,166.1698,875500
02/12/2019,167.190002,169.119995,164.119995,166.169998,164.096024,1509700
09/12/2019,163.800003,167.240005,163.229996,163.929993,161.883972,1114900
16/12/2019,165.720001,168.009995,164.729996,167.009995,164.925522,1082600
23/12/2019,168,170.274994,167.089996,168.720001,166.614197,761400
30/12/2019,167.720001,168.774002,164.240005,166.729996,164.649017,716000
06/01/2020,164.759995,174.520004,164.759995,171.309998,169.171875,1626300
13/01/2020,172.710007,175.399994,170.574997,173.940002,171.769043,2528800
20/01/2020,172.350006,175.279999,170.729996,172.479996,170.327271,1104600
27/01/2020,167.399994,173.169998,166.625,168.820007,166.712952,1912900
03/02/2020,168.660004,176.580002,164.410004,166.759995,164.67865,3813800
10/02/2020,167.770004,174.186996,166.410004,173.259995,171.097519,1482200
17/02/2020,176.630005,180.949997,172.699997,172.899994,170.74202,1874900
24/02/2020,161.880005,165.350006,152.509995,157.75,155.781113,4584400
02/03/2020,156.360001,163.580002,149.300003,152.179993,150.280624,3204700
09/03/2020,141.169998,147.445007,128.240005,142.279999,140.504196,5128300
16/03/2020,129.360001,147.990005,127.730003,139.559998,137.818146,6018100
23/03/2020,132.809998,157.770004,129.5,150.029999,148.157455,4045900
30/03/2020,151.210007,156.449997,134.240005,134.830002,133.147171,2902300
06/04/2020,139.869995,158.600006,138.910004,157.039993,155.079971,1738000
13/04/2020,157.479996,163.389999,150,161.339996,159.326294,1494600
20/04/2020,158.990005,159.309998,153.089996,156.350006,154.39859,1304600
27/04/2020,157.559998,159.940002,147.080002,148.990005,148.259811,1839600
04/05/2020,154.259995,160.600006,153.259995,159.869995,159.086487,1536100
11/05/2020,158.710007,161.169998,150.970001,157.389999,156.618637,759100
18/05/2020,161.380005,164.300003,157.824997,160.479996,159.693497,1291100
25/05/2020,164.080002,170.080002,161.119995,168.710007,167.883163,1159800
01/06/2020,168.479996,176.960007,168.449997,170.850006,170.01268,1501200
08/06/2020,171.330002,176.979996,164.279999,167.889999,167.067184,1255000
15/06/2020,164.740005,173.289993,164.229996,168.210007,167.38562,971100
22/06/2020,172.720001,175.610001,166.330002,169.619995,168.788696,805100
29/06/2020,171.169998,174.820007,168.089996,172.160004,171.316254,655000
06/07/2020,175.800003,179.300003,173.199997,179,178.122726,974300
13/07/2020,179.5,180.417999,174.220001,177.559998,176.689789,875300
20/07/2020,178.300003,185.360001,178.009995,179.190002,178.311798,804700
27/07/2020,181.330002,182.679993,178.029999,181.699997,180.809494,966400
03/08/2020,181.559998,189.259995,180.339996,185.949997,185.038666,1503900
10/08/2020,183.880005,196.529999,182.779999,194.300003,193.347748,1222200
17/08/2020,195.869995,199.619995,191.539993,193.809998,192.860153,756100
24/08/2020,197.380005,199.970001,194.309998,196.300003,195.337952,686300
31/08/2020,195.679993,197.550003,187.139999,191.740005,190.800308,1023000
07/09/2020,186.539993,192.25,185.839996,191.720001,190.780396,787400
14/09/2020,191.789993,194.759995,186.699997,187.919998,186.999008,682500
21/09/2020,183.899994,184.759995,178.940002,181.25,180.36171,747200
28/09/2020,183.860001,185.195007,180.554993,180.869995,179.983566,865700
05/10/2020,181.25,184.610001,176.029999,182.839996,181.943909,1272600
12/10/2020,184.740005,194.320007,181.729996,192.520004,191.576477,1580500
19/10/2020,192.529999,194.369995,188.490005,189.970001,189.038971,1200300
26/10/2020,186.059998,186.710007,176.287003,178.419998,177.545578,1277600
02/11/2020,180.699997,208.940002,180.690002,208,206.980606,2361000
09/11/2020,212.699997,213.479996,202.350006,206.690002,205.677032,1862600
16/11/2020,208.5,215.479996,205.699997,209.740005,208.712082,1415900
23/11/2020,210.649994,213.669998,207.891998,212.740005,211.697388,729400
30/11/2020,214.559998,216.5,209.848999,210.339996,209.309128,1512800
07/12/2020,209.809998,217.490005,209.470001,214.889999,213.836838,1266900
14/12/2020,217.350006,226.360001,215.789993,225.729996,224.623703,1232000
21/12/2020,220.960007,229,219.940002,225.529999,224.424698,905700
28/12/2020,229.440002,233.660004,227.039993,229.520004,228.395142,904600
04/01/2021,231.660004,232.309998,216.559998,217.970001,216.901749,1893100
11/01/2021,215.520004,221.940002,209.759995,210.070007,209.040466,1768100
18/01/2021,211.490005,217.119995,208.410004,212.070007,211.03067,1003100
25/01/2021,211.630005,211.919998,203.800003,208.179993,207.159714,2267700
01/02/2021,212.490005,217.720001,194.240005,202.679993,201.686676,4368200
08/02/2021,207.5,209.550003,203.429993,205.350006,204.343597,984500
15/02/2021,203.479996,203.660004,197.460007,198.289993,197.318192,994400
22/02/2021,195.880005,198.660004,192.181,197.380005,196.412659,1589800
01/03/2021,195,198.565002,183.820007,188.899994,187.974213,2010200
08/03/2021,188.169998,197.919998,187.714005,195.809998,194.850342,1478500
15/03/2021,195.240005,197.880005,193.449997,197.059998,196.094223,1388600
22/03/2021,201.809998,209.410004,199.130005,204.259995,203.258926,2596600
29/03/2021,203.720001,211.380005,202.869995,208.039993,207.020401,1708900
05/04/2021,210.300003,214.529999,206.539993,209.199997,208.174728,1483900
12/04/2021,209.169998,212.639999,206.860001,212,210.960999,2723700
19/04/2021,212.630005,215.979996,207.419998,215.899994,214.841888,1185100
26/04/2021,216.949997,219.690002,213.009995,213.389999,213.389999,979000
03/05/2021,219.369995,220.960007,197.990005,200.5,200.5,3037700
10/05/2021,199.440002,201.399994,195.339996,198.649994,198.649994,884700
17/05/2021,199.580002,211.809998,199.25,211.229996,211.229996,954500
24/05/2021,211.5,213.820007,209.360001,210.910004,210.910004,1322400
31/05/2021,213.210007,218.139999,211.009995,216.880005,216.880005,986000
07/06/2021,218.809998,221.455994,209.949997,211.309998,211.309998,1352100
14/06/2021,203.720001,205.770004,197.330002,200.089996,200.089996,2123800
21/06/2021,201.509995,204.899994,199.630005,204.220001,204.220001,1382400
28/06/2021,205.070007,207.660004,203.050003,206.789993,206.789993,813000
05/07/2021,206.789993,209.380005,203.800003,209.080002,209.080002,987300
12/07/2021,210.619995,211.220001,204.360001,206.889999,206.889999,1087300
19/07/2021,204.399994,212.449997,201.929993,212.110001,212.110001,1010400
26/07/2021,211.160004,219.449997,210.149994,218.289993,218.289993,1506700
02/08/2021,216.839996,220.949997,208.029999,219.460007,219.460007,1819400
09/08/2021,221,227.479996,220.899994,225.880005,225.880005,846800
16/08/2021,225.490005,226.171005,210.839996,214.119995,214.119995,1310100
23/08/2021,213.850006,218.764999,213.600006,216.320007,216.320007,890800
30/08/2021,216.649994,220.639999,215.770004,218.779999,218.779999,766700
06/09/2021,220.360001,223.580002,218.830002,219.100006,219.100006,1266500
13/09/2021,220.639999,223.210007,215.600006,216.389999,216.389999,1473300
20/09/2021,212.449997,217.889999,211.679993,217.460007,217.460007,1002000
27/09/2021,215.850006,217.589996,207.589996,209.190002,209.190002,1138800
04/10/2021,207.839996,214.919998,205.690002,212.899994,212.899994,1070300
11/10/2021,213.360001,224.429993,212.550003,224.419998,224.419998,1693000
18/10/2021,222.119995,225.809998,221.160004,223,223,851300
25/10/2021,227.360001,238,226.419998,237.169998,237.169998,2967700
01/11/2021,241.350006,266.670013,238.899994,262.519989,262.519989,3587600
05/11/2021,266.220001,266.670013,261.519989,262.519989,262.519989,628245
,,,,241.9259948,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
